Sentence,Sentiment,Etiqueta
"When this information was released on 5 September 2008, `` Our design team has long admired Marimekko 's vivid patterns and colors, Nokia 's American Depositary shares fell by 8 % .",positive,incorrecta
"commodities under pressure, Britain's FTSE falls back with Ashtead, Mondi and Barratt lead.",positive,incorrecta
"UPDATE 1-Nomura, RBS must pay $806 mln in mortgage bond case-US judge",negative,correcta
"Rinkuskiai 's beer sales fell by 6.5 per cent to 4.16 million litres , while Kauno Alus ' beer sales jumped by 6.9 per cent to 2.48 million litres .",neutral,correcta
"$FB Nice buyable intraday dip right here, I am out.",negative,incorrecta
"environmental protection and energy efficient technologies ., Under a memorandum of understanding MoU the parties will collaborate in preparing and implementing joint projects in the fields of combined power and heat generation, Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing.",positive,incorrecta
"In the beginning of the negotiations , the estimated number of reductions was 50 at the maximum .",neutral,correcta
The layoff talks were first announced in August .,neutral,correcta
Tesco closes in on new chairman with Dixons Carphone's John Allan in the frame,positive,correcta
"I am out, Paper maker Stora Enso Oyj said Friday it has been acquitted of charges that it participated in a paper price-fixing conspiracy in the United States, $GS sells flat.",positive,incorrecta
"The company plans to close two of the three lines at the plant , where some 450 jobs are under threat .",negative,correcta
"Loaded up on $bsx yesterday,looking good now. Still think way more upside than downside.",positive,correcta
Primark racks up a happy Christmas after strong sales,positive,correcta
Export declined by 6 percent to 16.4 million liters .,negative,correcta
"The recovery of demand that started toward the end of 2009, Viking Line has canceled some services.",positive,incorrecta
"$UVXY Put the chum out there at key support then next level down - careful, Nokia said ., creating estimated synergies of 1.5 billion euros ( $ 1.9 billion ) by 2010.",negative,incorrecta
Net sales dropped by 6 % year-on-year to EUR 11.9 million .,neutral,correcta
"After the takeover , Cramo will become the second largest rental services provider in the Latvian market .",positive,correcta
"The start of the negotiations , relating to Glaston 's efficiency program , was announced in October .",neutral,correcta
"Satama 's net profit for the third quarter of 2007 rose to 275, Last year.",positive,incorrecta
"co/a1IX4 $USO $WTI $Brent, Wysockiego and Zgody ., $Oil slid to a four-year low after #OPEC kept its oil production unchanged  http://stks.",negative,incorrecta
"Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments, First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier.",negative,incorrecta
"with 51 and 42 eur price targets respectively ., The broker has initiated both Palfinger AG and Konecranes OYJ with ` buy ' recommendations, UPDATE 5-Barclays Chairman McFarlane axes CEO to speed up strategic change.",negative,incorrecta
$NFLX +1% $104.80 LONG streaming services rapidly outpacing traditional cable,positive,correcta
"000 for the same peri, Net interest income was EUR 39.3 mn, ADP News - Apr 22.",positive,incorrecta
"Operating cash flow after investments totalled EUR 61, $IBM staying strong.",positive,incorrecta
The sale will lead to a pretax capital gain of EUR 22 million for the Finnish company in 2011 .,positive,correcta
Amazon declares 'best ever' Black Friday and Cyber Monday for Kindle family http://stks.co/cEtw via Engadget $AMZN,positive,correcta
"and a stronger performance in North America ., The fourth quarter saw Rapala swing back to a pretax profit of 1.5 mln eur from a year earlier loss of 1.2 mln on the back of a 30 pct uplift in sales to 44.8 mln eur, $NIHD insiders got this one wrong.",positive,incorrecta
"Coca-Cola was the market leader of manufacturers with a market share of 36.9 %, $CRM Sep 40 calls are +35% since entry #BANG http://stks, down 2.2 % from the corresponding period in 2004-2005 ., co/deDm.",negative,incorrecta
The total value of the contract is some EUR 8 million .,neutral,correcta
"Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added .",neutral,correcta
"The major part of the deliveries include different AC and CXE amplifier solutions and products by Belgian DINH Telecom , a broadband solutions company acquired by Teleste in the spring of 2007 .",neutral,correcta
The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,neutral,correcta
"Old Mutual First-Quarter Sales Up 18% Buoyed by Emerging Markets, Starbucks downgraded on same day as new downgraded rewards program starts  $SBUX.",negative,incorrecta
"`` In terms of profitability and earnings 2007 was the best year in our history , '' Chief Executive Veli-Matti Mattila said .",positive,correcta
"southern Finland ., $spy $vxx $aapl the parties over loaded on $uvxy volatility is back, The company also said on November 16.",negative,incorrecta
"the passenger load factor was down 7.8 percentage points ., Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies ' investments in Russia, As capacity was cut with 1.4 %.",positive,incorrecta
"demand for lining stone has exceeded the level of the earlier part of the year and will continue to be clearly brisker for the remainder of the year ., In addition to fireplace exports, from Jan to now it's been a sinking ship, what is up with $HK.",negative,incorrecta
Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,positive,correcta
"Arvo Vuorenmaa , the Loviisa plant 's general manager said the application for the new licence was a `` standard '' procedure and that he was `` quite confident '' about approval being granted .",positive,correcta
"$TSLA steaming up again, The total headcount reduction will be 50 persons.",negative,incorrecta
"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",negative,correcta
"The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught .",neutral,correcta
"up from the EUR0 .08 per share paid in 2009 ., 2 mn from EUR 16, 6 mn, Its board of directors will propose a dividend of EUR0 .12 per share for 2010.",positive,incorrecta
"In Middle East & North Africa, Changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the Kauhava plant, according to the company ., Tecnotree has grown considerably in the recent years .",positive,incorrecta
Mr Lee said he hoped that Neste 's move will ` pave the way for more collaboration projects between our two countries ' .,positive,correcta
"Prices and delivery volumes of broadband products decreased significantly in 2005, Zurich Insurance Considering Offer for UK Rival RSA Insurance.",positive,incorrecta
"4 per cent, 2009 - Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V said today it swung to a net profit of EUR 300, Asian traffic declined by 3.",positive,incorrecta
"Prices and delivery volumes of broadband products decreased significantly in 2005, Merrill Lynch analyst Campbell Morgan upgraded his recommendation on PaperlinX from `` neutral '' to `` buy '' in May.",negative,incorrecta
"$MSFT SQL Server revenue grew double-digit with SQL Server Premium revenue growing over 30% http://stks, 74 ) in Helsinki, 51 ( $ 15US.",negative,incorrecta
"$AAPL iPhone shipments on track to exceed forecasts - MarketWatch https://t, Glaston Technologies.",negative,incorrecta
"This will be one of biggest winners in 2012, mining stocks.",negative,incorrecta
"`` We cut our frequency to New York last year, $HCP Come to the party and buy this -gonna give solid gains and a dividend $$$$$$.",positive,incorrecta
"president of Kemira GrowHow 's Industrial Solutions unit, UPDATE: CIB, Antti Orkola, Legal & General Sell Egyptian Life Joint Venture To AXA.",positive,incorrecta
"The mill has long traditions and holds an established position in the markets, On the other hand, Finnish sawmills ' production has decreased even more .",positive,incorrecta
"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .",negative,correcta
"Operating profits in the half were  0.8 m , down from  0.9 m as Glisten invested in the brand and the management team .",neutral,correcta
All of Raisio 's divisions recorded an operating profit .,positive,correcta
"CompaniesNew Aggreko CEO to reshape business, Standard Chartered lags on capital worries.",negative,incorrecta
"The newly-completed Allure of the Seas and its identical sister ship , Oasis of the Seas , which was completed last year are the world 's largest cruise ships .",neutral,correcta
"`` This contract demonstrates our ability to apply our minerals and metals technologies in adjacent industries, 20 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V, said Monday it expects its operating profit, such as oil shale processing .",positive,incorrecta
"Nine banks including Barclays, Citi, Tata Steel working with StanChart for UK unit sale - source.",positive,incorrecta
"@IfHeDiesHeDies: @Bullhorn334: $ZNGA shorts are getting nervous"""", As capacity was cut with 1.4 %.",positive,incorrecta
"I can say categorically , no , ' Wahlroos was quoted as saying by the paper , when asked about Sampo 's interest in making a bid for RSA .",neutral,correcta
